,title,details
335, Opet Axess kampanyası 4 adet 75 TL alışverişe 25 TL hediye 1 Ekim – 15 Kasım 2014, Axess kredi kartı sahipleri Opet akaryakıt istasyonlarından yapacakları 4 adet 75 TL ve üzeri alışverişte 25 TL değerinde akaryakıt kazanıyor. Kampanya kapsamında 1 Ekim – 15 Kasım 2014 tarihleri arasında Axess POS cihazlarından tek seferde ve farklı günlerde yapılacak olan...
336, Bp Bonus kampanyası 25 TL hediye 1 Ekim – 14 Kasım 2014, Bonus kredi kartı sahipleri Bp akaryakıt istasyonlarından yapacakları 4 adet 100 TL ve üzeri alışverişte 25 TL değerinde bonus kazanıyor. Kampanya 14 Kasım 2014 tarihine kadar geçerli olacaktır.  Kampanya Ayrıntıları  Kampanya 1 Ekim - 14 Kasım 2014 tarihleri arasında Bonus üyesi BP...
337, Total Advantage kart kampanyası 40 TL hediye 25 Eylül – 09 Kasım 2014," Total akaryakıt istasyonlarında HSBC Advantage Kredi Kartı sahiplerine özel kampanyada 100 TL ve üzeri 4. harcamanızda 40 TL değerinde nakit puan fırsatı 9 Kasım 2014 tarihine kadar sizleri bekliyor.  Kampanyaya katılmak için TOTAL yazıp, boşluk bırakın, kartınızın son 6 hanesiyle 4477'ye..."
338, Petrol Ofisi maximum kart kampanyası 30 TL hediye 16 Eylül -31 Ekim," Maximum kredi kartı sahipleri Petrol Ofisinden yapacakları 100 TL ve üzeri 4. ğeşin yakıt ve otogaz alımlarında Petrol ofisi istasyonlarında geçerli 30 TL değerinde maxi puan fırsatı 16 Eylül -31 Ekim tarihleri arasında sizleri bekliyor.  Kampanyaya katılmak isteyen Maximum Kart sahiplerinin, ..."
339, Carrefour Bp kampanyasında %3 hediye yakıt, Carrefour marketlerden yapacağınız alışverişlerde %3 hediye yakıt fırsatı sizleri bekliyor. Kampanya kapsamında CarrefourSA Plus Kart ile tek seferde en az 100 TL alışveriş yaparak sonraki ay BP'den yapacağınız alışverişlerde geçerli %3 hediye yakıt fırsatından yararlanın.  Kampanya 9 Eylül - 30 Kasım...
340, Bp Turkcell kampanyası 300 TL’ye 25 TL hediye, Turkcell aboneleri Bp akaryakıt istasyonlarından yapacakları 300 TL alışverişte 25 TL değerinde puan kazanacak. Kampanya kapsamında 30 Eylül 2014 tarihine kadar kampanyaya katılan BP Club üyesi BP istasyonlarında Turkcell abonelik yaşı kesintisiz 1 yılın üzerinde olan bireysel aboneler “AVANTAJ” yazıp...
341," Lukoil 30 ağustos kampanyası motorin 4,17 TL, benzin 4,79TL ve LPG 2,33TL"," Lukoil 30 Ağustos zafer bayramına özel kampanyasında bugün gece yarısına kadar motorin 4,17 TL, benzin 4,79TL ve LPG 2,33TL fiyat fırsatları sunuyor. İndirimler aşağıda belirtilen istasyonlarda geçerli olacaktır.  Katılan istasyon listesi
http://www.lukoil.com.t...syon%20listesi%20WO.xls"
342, Bp turkcell kampanyası 25 TL yakıt hediye," Bp akaryakıt istasyonlarında Turkcell Sarı Kutu abonelerine özel kampanyada akaryakıt ve otogaz alanlara özel 25 TL yakıt hediye ediliyor. Sarı kutu kampanyasında Turkcell abonelik yaşı 1 yılın üzerinde olan ve 1750 sarı puan biriktirmiş olan bireysel Turkcell müşterileri, BP'den 25..."
343, Shell ücretsiz lpg sızdırmazlık testi kampanyası," Shell otogaz lpg kullanıcılarına özel kampanyasında ücretsiz sızdırmazlık testi fırsatı sunuyor. Kampanya kapsamında Türkiye genelinde farklı 20 ilde ve 42 istasyonunda 5 gün boyunca ücretsiz test yapılacaktır.  Etkinlik için Shell istasyonlarını ziyaret eden otogaz kullanıcılarının araçlarına, Zavoli LPG dönüşüm ustaları tarafından..."
344, Shell bonus kampanyası 4×100’e 25 TL hediye 15 Ağustos- 30 Eylül 2014," Bonus kredi kartı sahipleri Shell akaryakıt istasyonlarından farklı günlerde ve tek seferde yapacakları 4 adet 100 TL harcamadan 15 Ağustos- 30 Eylül 2014 tarihleri arasında 25 TL bonus kazanıyor.  Aynı günde yapılan 100 TL ve üzeri harcamaların ilki kampanya dahilinde olup,..."
345, GO CARD’dan Yepyeni Avantajlar," Araçların ömrünü uzatan ürünlerden personellerinin tutumuna kadar kurulduğu günden beri fark yaratan GO, yeni nesil yakıt markası olarak birçok ilke imza attığı gibi, kullanıcılarına sunduğu avantajlara her geçen gün yenilerini eklemeye de devam ediyor.  Vizyonunu “Yolların en saygın yakıt istasyonu olmak.”..."
346, Total paraf kart kampanyası 40 TL hediye 1 Ağustos – 15 Eylül 2014," Paraf kredi kartı sahipleri Total akaryakıt kampanyasında 40 TL paraf para kazanıyor. Kampanya kapsamında 15 Eylül 2014 tarihine kadar farklı günlerde ve tek seferde 100 TL ve üzeri 2. alışverişte 20, 4. alışverişte de ayrıca 20 TL olmak üzere 40..."
347, Opet maximum kart kampanyası 4×75’e 25 TL hediye, Opet akaryakıt istasyonlarında maximum kredi kartı sahiplerine özel kampanyada tek seferde ve farklı günlerde 4 adet 75 TL alışveriş yaparak 25 TL değerinde maxi puan kazanabilirsiniz. Kazandığınız puanları tüm üye işyerlerinde kullanabilirsiniz. Kampanya kapsamında 15 Eylül'e kadar puan kazanabilirsiniz.  Kampanya Ayrıntıları  Kampanyadan...
348, Bp axess kampanyasında 30 TL hediye 29 Temmuz – 7 Eylül 2014, Bp akaryakıt istasyonlarında Axess kredi kartı sahiplerine özel kampanyada 30 TL hediye yakıt fırsatı sizleri bekliyor. Kampanya kapsamında 100 TL üzeri 4. yakıt alımında 30 TL hediye yakıt alabileceğiniz chip para kazanacaksınız.  Kampanya Ayrıntıları  29 Temmuz – 7 Eylül 2014  tarihleri arasında...
349, Total ramazan kampanyasında puanlarınız 2 kat daha değerli," Total akaryakıt kampanyaları devam ediyor. Total 2014 Ramazan ayına özel kampanyasında puanlarınızı 2 kat daha değerli hale getiriyor. Kampanya kapsamında puanlarınız 30 Temmuz 2014 tarihine kadar Club Total Card ile anlaşmalı istasyon alışverişlerinizde iki kat daha değerli olacak.  Kampanya Ayrıntıları   Bu kampanya,..."
350, Miles and Smiles milleri ile Shell’den akaryakıt alma," Shell ve Türk hava yollları işbirliği ile düzenlenen kampanyada Miles&Smiles üyeleri kazandıkları millerle Shell akaryakıt istasyonlarından akarykıt alabiliyor. Kampanya kapsamında her 500 Miliniz, 500 Shell Club Smart Puan’a eşittir. 500 Shell Club Smart Puan ile Shell’den 5 TL değerinde yakıt..."
351, GO’dan Ramazana Özel Kazandıran Kampanya," Tüm GO CARD sahipleri Ramazan Ayı boyunca 2 kat fazla puan kazanıyor!  GO Yakıt’a özel Ramazan akaryakıt kampanyasında siz de Ramazan Ayı boyunca GO istasyonlarından 21.00- 05.00 saatleri arasında yaptığınız akaryakıt ve otogaz alışverişlerinizde litrede 2 puan yerine 4 puan kazanabilir,..."
352, Opet online işlem üzerinden yakıt alanlara 5 TL hediye, Opet online işlem merkezinde yakıt satıyor. Online işlemden alacağınız yakıta özel indirim ve fırsatlar sizleri bekliyor. Yeni kampanyada ilk 50 TL yakıt alımında 5 TL yakıt puan hediye ediliyor.  17 Haziran–30 Haziran tarihleri arasında Opet Online İşlem Merkezi’ne kaydolan herkese Opet...
353, Aygaz babalar günü kampanyası 50 TL’ye 10 TL hediye, Opet Aygaz ve Mogaz akaryakıt istasyonlarında 50 TL alışverişte 10 TL değerinde parapuan fırsatı sizleri bekliyor. Şifre ile kampanyaya katılan tüketicilerimize Paro üyesi Opet - Aygaz/Mogaz ortak istasyonları ve Aygaz/Mogaz otogaz istasyonlarında yapacakları ilk ve tek seferde 50 TL ve...
354, Pocell kullanana 60 TL yakıt indirimi," Yeni gsm şirketi POCELL abonelerine özel kampanyasında 60 TL'ye varan yakıt indirimi fırsatı sunuyor. POCELL Kampanyalı tarifelerinde yoğun internet kullananlar veya sıklıkla telefon görüşmesi yapanlar kendilerine uygun 4 farklı faturalı tarifeden, bütçesine ve ihtiyaçlarına en uygun tarifeyi seçebilecek ve aynı..."
355, Opet Altınyıldız kampanyasında %40 indirim, Altınyıldız 2014 yeni sezon ürünlerden yapacağınız alışverişlerde %40 indirim fırsatı sizleri bekliyor. Kampanyada 15 Mayıs - 15 Haziran tarihleri arasında %40 indirime ek %20 indirim Opet Kart sahiplerini bekliyor.  Kampanya Ayrıntılar  15 Mayıs – 15 Haziran 2014 tarihleri arasında Altınyıldız Classics Mağazaları’ndan...
356, Lukoil’de bugün motorin 4.09 TL, Lukoil akaryakıt istasyonlarında kampanya ve indirimler devam ediyor.Lukoil Full istasyonlarından dönüştürdüğü bazı istasyonlarda bugün 4 Haziran 2014 tarihinde motorini 4.09 TL fiyat fırsatı ile satışa sunuyor.  Motorin fiyati bugun 4.09 TL olarak istasyonlarda guncellenmistir.Bu fiyat sadece bugun icin gecelidir.Club Card...
357, Bp Turkcell kampanyası 300 TL’ye 25 TL hediye," Turkcell aboneleri Bp akaryaktıt istasyonlarından yapacakları 300 TL ve üzeri akaryakıt ve otogaz alımlarında 25 TL değerinde hediye yakıt fırsatı sizleri bekliyor.  BP ile Turkcell işbirliği ile 2-30 Haziran tarihleri arasında gerçekleşecek kampanya kapsamında, Turkcell abonelik yaşı 1 yılın üzerinde olan..."
358, Petrol ofisi maximum karta özel 20 TL hediye kampanyası, Maximum kredi kartı sahipleri Petrol Ofisi istasyonlarından yapacakları 4 defa 75 TL üzeri akaryakıt alışverişinde 20 TL değerinde hediye maxi puan fırsatı sizleri bekliyor.  Kampanya katılımı için sms zorunludur.  Kampanya Ayrıntıları  1- Kampanyadan yararlanılabilmesi için Maximum anlaşmalı PETROL OFİSİ İstasyonlarından Maximum POS cihazından...
359, Opet ve Sunpet akaryakıt istasyonlarında 25 TL hediye, Opet ve Sunpet istasyonlarında bonus kredi kartı sahiplerine özel kampanyada 15 Temmuz 2014 tarihine kadar yapacağınız farklı günlerde 4 defa 75 TL ve üzeri harcamaya 25 TL hediye bonus fırsatı sizleri bekliyor.  Kampanya Ayrıntıları  Kampanya 1 Haziran-15 Temmuz 2014 tarihleri arasında Bonus...
360, Lukoil motorin 4.04 TL son gün 31 Mayıs, Lukoil kampanya indirimleri devam ediyor. Lukoil'de bu hafta 31 Mayıs 2014 tarihine kadar sürecek kampanyada belirli istasyonlarda geçerli olacaktır. Gece 00:00-06.30 Motorin Eurodizel 4.04 ve motorin + Eurodizel katkili 4.06 liradir.Bu kampanya ticari araclari hedef alan ancak hususi araçlarında yararlanabileceği...
361, Petrol ofisi super wash yıkama kampanyası, Petrol Ofisi super wash yıkama kampanyasında Gold veya Combo programı ile yıkatanlara güneşlik; Bronze veya Silver Programı ile yıkatanlara ise ıslak mendil hediye ediliyor. Ayrıca aracını anlaşmalı Petrol Ofisi istasyonlarında bulunan PO Super Wash programı ile 7 kez yıkatan Positive...
362, Lukoil anneler gününe özel kampanyada motorin 4.11 TL, Lukoil akaryakıt iastasyonlarında 2014 anneler gününe özel kampanyada motorin 11 Mayıs Pazar gününe özel sadece 4.11 TL fiyatla satılacak. Kampanya fiyatı gece 00:00'a kadar geçerli olacak.  Kampanyaya katılan istasyon listesi için tıklayın:
363, Bp otogaz alımlarında 50 TL’ye 2.5 TL hediye," Bp akaryakıt kampanyaları devam ediyor. Bp şimdi 50 TL otogaz alımlarında 2.5 TL değerinde otogaz hediye ediyor. Kampanya
10 Mayıs – 15 Temmuz 2014 tarihleri arasında BP Club Card ile geçerlidir.  Kampanya Ayrıntıları  Kampanya 10 Mayıs – 15 Temmuz 2014 tarihleri arasında sadece..."
364, Shell Cardfinans kampanyasında 30 TL hediye," Shell akaryakıt istasyonlarında cardfinans kredi kartı sahiplerine özel kampanyada 30 TL değerinde para puan fırsatı sizleri bekliyor. 20 Haziran tarihine kadar sürecek kampanyadan yararlanmak için Finansbank poslarından 75 TL ve üzeri ilk 4 akaryakıt veya otogaz alımına, Shell istasyonlarında 25..."
365, Opet kart ile Arçelik ve Bekoda %25 indirim kampanyası," Opet kampanya ve fırsatları devam ediyor. Şimdi Opet kart ile Arçelik ve Beko mağazalarında %25 indirim fırsatı sizleri bekliyor.     Ürün
Arçelik  Model
İndirim Oranı  Elektrik Süpürgesi
S 4210
25%  Bulaşık Makinesi
6220 T
15%  Çamaşır Makinesi
7103 HE
13%  Çamaşır Makinesi
5063 FE
12%  LED TV
A32-LB-5433
11%  LED TV
A40-LB-5433
11%  Elektrik Süpürgesi
S 4312
10%  Buzdolabı
5223 NH
9%  Ürün
Beko  Model
İndirim Oranı  Elektrik Süpürgesi
BKS 3210
25%  Bulaşık Makinesi
D3 2001 T
15%  Çamaşır Makinesi
D6..."
366, Aygaz otogaz world kampanyası 30 TL hediye," Aygaz otogaz istasyonlarında world kredi kartı sahiplerine özel kampanyada 50 TL ve üzeri ilk harcamada 5, ikinci de 10, üçüncü de 15 TL olmak üzere toplamda 30 TL değerinde otogaz hediye fırsatı sizleri bekliyor.  Worldcard’ı ile 15 Nisan – 31 Mayıs..."
367, Lukoil benzin indirimi 4.79 TL, Lukoil akaryakıt istasyonlarında kampanyalar devam ediyor. Lukoil günlük indirimlerde bugün 16 Nisan Çarşamba günü benzin 4.79 TL fiyatla satılacak. Kampanya saat 22:00'a kadar geçerlidir.  Kampanya aşağıdaki istasyonlarda geçerlidir.  http://www.lukoil.com.tr/Upload/Docs/16.4.2014-Kampanya%201listesi.xlsx
368, BP maximum kart kampanyası 25 TL hediye, BP kampanya ve fırsatları devam ediyor. BP akaryakıt istasyonlarından maximum kart ile yapacağınız 4 defa 100 TL alışverişte 25 TL hediye maxi puan fırsatı sizleri bekliyor. Kampanya 16 Nisan- 31 Mayıs 2014 tarihleri arasında tek seferde ve farklı günlerde geçerli...
369, Lukoil bonus kampanyasında 30 TL hediye," Son dönemlerde akaryakıt kampanyaları ile öne çıkan Lukoil, bonus kredi kartı sahiplerine özel kampanyasında 3 adet 75 TL ve üzeri alışveriş yapanlara 30 TL değerinde bonus fırsatı sunuyor. Kampanya 16 Nisan - 31 Mayıs 2014 tarihleri arasında geçerli olacaktır.  Kampanya Ayrıntıları  Kampanya..."
370, Lukoil lpg bugün 2.42 TL, Lukoil kampanyaları sürüyor. Lukoil günlük indirim kampanyasında bugün 14 Nisan Pazartesi LPG 2.42 TL fiyatla saat 22:00'a kadar sizleri bekliyor.  Fiyat tüm istasyonlarda geçerli olacaktır.
371, Lukoilde motorin 4.15 TL 12 Nisan 2014," Lukoil akaryakıt istasyonlarında şok indirimler devam ediyor. Bugün 12 Nisan Cumartesi günü saat 9-22 arası motorin 4.15 TL fiyatla sizleri bekliyor, fırsatı kaçırmayın!  Lukoilde indirim fırsatları her ürün grubunda bir gün 22 Nisan'a kadar devam edecek."
372, Lukoil indirim kampanya benzin 4.71 TL, Lukoil akaryakıt istasyonlarında şok indirimler devame diyor. Bugün saat 09:00- 24:00 tarihleri arasında benzin 4.71 TL fiyatla satılacak. Kampanya 9 Nisan 2014 tarihine özeldir.  Kampanyadaki istasyonlar icin www.lukoil.com.tr/press
373, Aygaz otogaz ücretsiz gaz ayarı ve 10 TL indirim kampanyası," Aygaz Otogaz lpg'li araç sahiplerine özel kampanyasında 31 Mayıs tarihine kadar, Aygaz Dönüşümcü Kulübü’ne üye olan servislere gaz bakımı için gelen tüketiciler, ücretsiz gaz ayarının yanında ilk 50 TL’lik otogaz alımlarında 10 TL anında indirim, sonrasındaki 1.000 TL’ye kadar olan..."
374, Bp bonus kampanyası 30 TL hediye, Bp akaryakıt istasyonlarında bonus kredi kartı sahiplerine özel kampanyada 4 defa 100 TL ve üzeri akaryakıt alımında 30 TL hediye bonus fırsatı 14 Nisan 2014 tarihine kadar sizleri bekliyor.  Kampanya Detayları  Bu kampanya 1 Mart – 14 Nisan 2014 tarihleri arasında...
375, Total maximum kart kampanyasında 25 TL hediye," Total akaryakıt istasyonlarında maximum kredi kartına özel kampanyada farklı günlerde yapılacak 75 TL ve üzeri 4. harcamada 25 TL değerinde maxi puan hediye fırsatı 1 Mart-15 Nisan 2014 tarihleri arasında sizleri bekliyor.  Kampanya Detayları
• Kampanyadan yararlanılabilmesi için Maximum anlaşmalı TOTAL İstasyonlarından..."
376, Gittigidiyor 100 TL alışverişte 20 TL shell yakıt hediye, Gittigidiyor alışveriş sitesinden yapacağınız 100 TL alışverişte 20 TL değerinde Shell akaryakıt hediye fırsatı sizleri bekliyor. Shell Club Smart sahiplerine özel www.gittigidiyor.com'da tek seferde 100 TL ve üzeri alışverişleri karşılığında Shell'den 20 TL değerinde yakıt hediyesi verilecektir.  Kampanyaya katılmak için kart...
377, Bp world kart kampanyası 4 adet 75 TL’ye 30 TL indirim," World kredi kartı sahipleri BP akaryakıt istasyonlarından yapacakları 4 adet 75 TL harcamada 30 TL ekstre indirimi kazanıyor. Kampanya 15 Ocak 2014 – 28 Şubat 2014 tarihleri arasında geçerli olacaktır.  Kampanya Detayları  Kampanya kapsamında, kampanyaya katılan World Üye İşyeri BP akaryakıt istasyonlarında..."
378, Ankara’da %9.8 indrimli Total akaryakıt Beşevlerde," Total Ankara Beşevler akaryakıt istasyonunda %9.8 indrim fırsatı sizleri bekliyor. Şubeye özel Total kart alanlara %7 indirim sunuluyor, bunun yanında %3 kart indirimi ile toplamda anında %9.8 indirimli yakıt alabiliyorsunuz.  İstasyında Lpg bulunmamaktadır. Ankara'lı kampanya severlere duyurulur."
379, Opet yılbaşı çekiliş kampanyası 1000 kişiye 50 TL hediye," Opet 2014 yılbaşı kampanyasınd 1000 kişiye 50 TL değerinde yakıt hediye ediyor. Opet çekiliş kampanyası kapsamında 2 - 31 Aralık 2013 tarihleri arasında 50 TL'lik akaryakıt alanlara çekilişe katılma şansı sunuyor.
facebook.com/opet sayfasında bulunan Opet Yılbaşı uygulamasına giriş yapın, karşınıza çıkacak..."
380, Opetten herkese 5 TL yakıt puan hediye, Opet online işlemlere üye olan herkese 5 TL değerinde yakıt puan hediye ediliyor. Kampanya kapsamında 26 Kasım – 15 Aralık 2013 tarihleri arasında ilk 50 TL alışverişlerde geçerli 5 TL hediye edilecektir.  Kampanya Detayları  26 Kasım - 15 Aralık 2013 tarihleri arasında...
381, Shell’de 20 TL money puan hediye, Shell akaryakıt istasyonlarında money clup kart sahiplerine özel 20 TL hediye puan fırsatı sunuluyor. Kampanya kapsamında 15 Kasım - 15 Aralık tarihleri arasında Money Club Kart ve Shell Club Smart Card'ınızla Migros ve Shell'de ayrı ayrı 100'er TL'lik gıda ve...
382, Opet world kampanyası 4 defa 75 TL’ye 30 TL indirim, Opet akaryakıt istasyonlarında kampanya ve fırsatlar devam ediyor. Opet yeni kampanyasında world kredi kartı sahiplerine özel  defa 75 TL alışverişe 30 TL indirim fırsatı sunuyor. Kampanya 1 Ocak 2014 tarihine kadar devam edecektir.  Kampanya Detayları  Kampanyaya katılan Yapı Kredi World üyesi OPET...
